ID,sex,year_birth,race,experience,hours,wage,tenure,industry,occup,education
7180,female,1980,black,426,40,6.6999998,108,trade,Services,some  college
7181,male,1982,black,360,55,15.22,68,"education, health, social services",Teachers,college/graduate degree
7182,female,1980,black,564,40,18.6,382,"education, health, social services",Professional and related,college/graduate degree
7183,female,1982,black,535,45,13.03,16,"transportation, communication",Services,college/graduate degree
7184,male,1984,black,499,40,18.309999,146,"finance, insurance, real estate, other professional","Management, business, and financial",high school
7185,female,1984,hispanic,278,25,7.25,16,trade,Sales and related,high school
7186,male,1981,black,442,40,14,13,"finance, insurance, real estate, other professional",Production,college/graduate degree
7187,female,1980,hispanic,640,6,15.33,-3,"entertainment, accomodation, food and other services",Services,college/graduate degree
7188,female,1980,black,566,40,10,471,"finance, insurance, real estate, other professional",Office and administrative support,high school
7190,male,1980,hispanic,617,60,17.629999,251,"education, health, social services",Teachers,college/graduate degree
7191,male,1980,hispanic,388,10,40,55,"entertainment, accomodation, food and other services",Services,high school
7192,female,1980,hispanic,238,10,50,108,"entertainment, accomodation, food and other services",Services,high school
7193,male,1980,hispanic,704,40,11,698,"finance, insurance, real estate, other professional",Office and administrative support,some  college
7194,female,1981,hispanic,561,40,22.120001,79,"education, health, social services",Teachers,college/graduate degree
7195,male,1983,hispanic,481,40,25,44,"finance, insurance, real estate, other professional","Management, business, and financial",some  college
7198,female,1982,hispanic,549,40,33.650002,69,"agriculture, mining, manufacturing","Installation, maintenance, and repair",college/graduate degree
7199,female,1984,hispanic,342,40,21.84,121,"education, health, social services",Services,some  college
7200,female,1981,hispanic,312,40,24.040001,34,"agriculture, mining, manufacturing",Professional and related,college/graduate degree
7201,male,1981,hispanic,602,40,32,230,"public administration, military and special",Services,some  college
7202,male,1983,hispanic,304,40,7.4499998,12,trade,Office and administrative support,high school
7204,female,1980,hispanic,594,40,8.8999996,46,"finance, insurance, real estate, other professional",Office and administrative support,high school
7205,male,1982,hispanic,352,40,2.1300001,36,"entertainment, accomodation, food and other services",Services,college/graduate degree
7206,male,1982,hispanic,271,40,32.970001,207,"public administration, military and special",Services,college/graduate degree
7208,female,1982,hispanic,493,25,8.5,95,trade,Sales and related,high school
7210,male,1982,hispanic,365,40,18.5,81,"education, health, social services",Services,college/graduate degree
7211,female,1981,hispanic,535,40,11.06,231,"transportation, communication",Office and administrative support,some  college
7212,male,1983,hispanic,551,40,15.65,150,construction,Construction and extraction,high school
7213,female,1982,hispanic,557,40,8,91,trade,Sales and related,high school
7214,male,1984,hispanic,416,40,9,272,"entertainment, accomodation, food and other services",Services,ged or none
7215,female,1983,black,464,40,12.58,27,"education, health, social services",Services,some  college
7216,male,1983,black,477,40,9,18,"finance, insurance, real estate, other professional",Services,some  college
7217,female,1981,black,460,40,15.65,211,trade,Sales and related,college/graduate degree
7219,male,1980,black,472,84,12,83,"finance, insurance, real estate, other professional",Construction and extraction,high school
7220,male,1983,hispanic,376,25,10,37,"transportation, communication",Transportation and material moving,ged or none
7221,male,1983,black,306,25,11.75,152,"transportation, communication",Transportation and material moving,college/graduate degree
7223,male,1982,hispanic,377,25,18,28,"education, health, social services",Teachers,college/graduate degree
7224,male,1981,black,423,40,15,234,"agriculture, mining, manufacturing",Office and administrative support,high school
7225,male,1980,hispanic,716,42,0,120,trade,Sales and related,college/graduate degree
7226,female,1984,hispanic,517,20,9.5,196,"entertainment, accomodation, food and other services",Services,college/graduate degree
7229,male,1983,hispanic,305,40,12,95,"agriculture, mining, manufacturing",Production,high school
7233,male,1982,black,225,15,10,51,"finance, insurance, real estate, other professional",Services,ged or none
7235,female,1984,black,341,40,9.1000004,3,"finance, insurance, real estate, other professional",Office and administrative support,some  college
7237,female,1981,hispanic,366,40,12.5,45,"finance, insurance, real estate, other professional",Sales and related,some  college
7240,female,1980,hispanic,664,30,10.47,347,trade,Sales and related,ged or none
7242,male,1981,hispanic,698,45,22.219999,115,"transportation, communication",Office and administrative support,some  college
7243,female,1981,hispanic,578,40,15.25,256,"education, health, social services",Office and administrative support,high school
7245,male,1980,black,158,40,40,50,trade,Transportation and material moving,ged or none
7246,male,1981,black,425,40,22,271,"agriculture, mining, manufacturing",Production,high school
7251,male,1981,black,606,40,19.5,594,"finance, insurance, real estate, other professional",Professional and related,ged or none
7252,male,1984,black,477,30,18,252,"finance, insurance, real estate, other professional",Sales and related,high school
7253,male,1983,black,221,40,9,6,"finance, insurance, real estate, other professional",Production,ged or none
7254,male,1980,hispanic,461,60,13.5,93,trade,Transportation and material moving,high school
7257,male,1981,black,305,48,32.849998,8,"agriculture, mining, manufacturing",Professional and related,college/graduate degree
7258,female,1982,black,401,40,18.75,315,"finance, insurance, real estate, other professional","Management, business, and financial",college/graduate degree
7259,male,1982,black,554,40,12.5,178,"entertainment, accomodation, food and other services","Management, business, and financial",some  college
7261,male,1984,hispanic,403,40,25,27,"agriculture, mining, manufacturing",Production,high school
7262,female,1984,hispanic,463,40,14,139,construction,Office and administrative support,some  college
7263,female,1980,black,367,38,9.6999998,237,"agriculture, mining, manufacturing",Production,ged or none
7264,female,1981,black,474,45,12.4,467,"agriculture, mining, manufacturing",Production,ged or none
7265,male,1982,black,486,40,11.5,124,"agriculture, mining, manufacturing",Production,ged or none
7266,male,1983,black,255,40,10,5,"agriculture, mining, manufacturing",Production,ged or none
7269,female,1983,black,368,39,9.3599997,92,"finance, insurance, real estate, other professional",Office and administrative support,high school
7271,male,1984,black,326,40,12.1,131,"agriculture, mining, manufacturing",Production,high school
7273,female,1981,black,281,40,8.5,51,"education, health, social services",Services,high school
7274,male,1982,black,273,40,9,39,"agriculture, mining, manufacturing",Production,high school
7276,male,1982,black,355,36,7.25,34,"education, health, social services",Services,ged or none
7277,male,1983,black,332,40,8,44,"agriculture, mining, manufacturing","Farming, fishing, and forestry",ged or none
7279,female,1982,black,437,35,12.63,332,trade,Services,college/graduate degree
7281,female,1984,black,258,40,11,2,"transportation, communication",Office and administrative support,some  college
7282,male,1981,black,412,45,7.75,23,"agriculture, mining, manufacturing",Production,ged or none
7283,male,1981,black,209,40,7.5,9,trade,Transportation and material moving,ged or none
7284,female,1980,hispanic,532,40,12.96,102,"education, health, social services",Office and administrative support,high school
7285,male,1984,black,283,40,17,12,"finance, insurance, real estate, other professional",Professional and related,college/graduate degree
7289,male,1982,black,577,30,8,413,"entertainment, accomodation, food and other services",Services,high school
7290,male,1982,black,424,40,11.05,63,"transportation, communication",Office and administrative support,college/graduate degree
7291,female,1981,black,484,40,12,52,"finance, insurance, real estate, other professional",Services,college/graduate degree
7292,male,1981,black,450,40,21.629999,324,"education, health, social services",Teachers,college/graduate degree
7293,female,1981,black,426,30,10.5,8,"finance, insurance, real estate, other professional",Office and administrative support,college/graduate degree
7294,female,1984,black,487,40,13.73,51,"transportation, communication",Office and administrative support,college/graduate degree
7296,female,1982,black,556,50,13.97,125,"education, health, social services","Management, business, and financial",college/graduate degree
7299,male,1984,black,402,40,15,39,"transportation, communication",Professional and related,college/graduate degree
7300,male,1982,black,386,40,8,75,"finance, insurance, real estate, other professional",Construction and extraction,ged or none
7301,female,1980,black,557,40,20.23,86,"public administration, military and special",Office and administrative support,some  college
7302,female,1984,black,430,32,8.5,126,trade,Sales and related,high school
7304,female,1981,black,655,40,12.67,180,"finance, insurance, real estate, other professional","Management, business, and financial",some  college
7305,female,1984,black,422,40,13.15,279,"public administration, military and special",Office and administrative support,some  college
7306,female,1982,black,357,45,12,19,"finance, insurance, real estate, other professional",Professional and related,some  college
7312,male,1984,black,395,84,18.75,56,"agriculture, mining, manufacturing","Installation, maintenance, and repair",some  college
7313,female,1980,black,427,40,12,54,"finance, insurance, real estate, other professional","Management, business, and financial",college/graduate degree
7315,male,1981,black,397,84,15.83,24,"transportation, communication",Transportation and material moving,ged or none
7318,female,1980,black,488,40,9.1700001,170,"education, health, social services",Services,ged or none
7319,female,1980,black,111,28,7,109,"entertainment, accomodation, food and other services",Services,ged or none
7320,male,1981,black,311,40,11,157,construction,Construction and extraction,ged or none
7321,female,1983,black,358,28,7.5,200,"education, health, social services",Teachers,high school
7322,male,1983,black,410,40,9.75,4,trade,Office and administrative support,college/graduate degree
7323,male,1983,black,551,45,10,371,trade,Office and administrative support,college/graduate degree
7324,female,1981,black,463,40,25.51,291,"education, health, social services",Services,college/graduate degree
7325,male,1984,black,392,30,13,36,"entertainment, accomodation, food and other services",Services,some  college
7327,female,1984,black,298,34,7.25,29,"entertainment, accomodation, food and other services",Sales and related,ged or none
7328,female,1981,black,105,12,18.33,249,"entertainment, accomodation, food and other services",Services,high school
7331,male,1983,black,461,30,14.5,133,"agriculture, mining, manufacturing",Production,high school
7332,male,1981,black,402,48,12.5,25,"finance, insurance, real estate, other professional",Services,ged or none
7333,female,1980,black,596,40,12,138,"agriculture, mining, manufacturing",Production,high school
7335,male,1982,black,474,40,13,174,"finance, insurance, real estate, other professional",Office and administrative support,high school
7336,male,1983,black,357,30,10.5,75,"agriculture, mining, manufacturing",Production,some  college
7340,female,1981,hispanic,684,40,19,21,"finance, insurance, real estate, other professional",Office and administrative support,high school
7341,female,1984,hispanic,419,30,8,55,"entertainment, accomodation, food and other services",Services,high school
7343,male,1983,hispanic,567,40,15.1,95,trade,Sales and related,some  college
7344,female,1984,hispanic,377,40,10.3,58,trade,Sales and related,high school
7345,male,1982,black,464,40,15,8,"finance, insurance, real estate, other professional",Transportation and material moving,ged or none
7347,male,1982,hispanic,456,60,23.08,181,"entertainment, accomodation, food and other services","Management, business, and financial",high school
7348,female,1982,hispanic,522,48,13.96,71,"finance, insurance, real estate, other professional",Services,college/graduate degree
7349,male,1980,hispanic,429,40,10.5,125,trade,Office and administrative support,ged or none
7350,male,1981,hispanic,611,30,17,462,construction,"Installation, maintenance, and repair",ged or none
7351,female,1984,hispanic,456,40,18.129999,114,"education, health, social services",Teachers,college/graduate degree
7355,male,1983,hispanic,321,40,15,6,construction,Construction and extraction,ged or none
7356,male,1982,hispanic,469,40,13.5,12,"finance, insurance, real estate, other professional",Office and administrative support,college/graduate degree
7357,female,1981,hispanic,603,40,10,25,trade,Services,high school
7359,female,1984,hispanic,366,25,.85000002,255,"education, health, social services",Transportation and material moving,high school
7360,male,1980,hispanic,609,40,16.83,68,"transportation, communication","Management, business, and financial",some  college
7361,male,1983,hispanic,347,40,10,215,"agriculture, mining, manufacturing",Production,ged or none
7362,male,1980,hispanic,530,70,13.29,57,trade,"Management, business, and financial",college/graduate degree
7364,male,1982,hispanic,437,40,10.5,145,"agriculture, mining, manufacturing",Transportation and material moving,some  college
7365,female,1980,black,496,16,18.75,5,"entertainment, accomodation, food and other services",Services,some  college
7366,female,1981,black,459,45,13.84,277,"education, health, social services",Teachers,college/graduate degree
7367,female,1982,black,529,50,10,485,"entertainment, accomodation, food and other services","Management, business, and financial",college/graduate degree
7368,female,1981,black,400,35,20,196,"education, health, social services",Services,college/graduate degree
7369,male,1981,black,664,40,25,295,"agriculture, mining, manufacturing","Installation, maintenance, and repair",high school
7370,female,1982,black,369,40,7.9499998,63,"education, health, social services",Teachers,high school
7371,female,1984,black,251,30,10.5,95,"education, health, social services",Teachers,high school
7372,male,1983,black,148,50,16,82,"entertainment, accomodation, food and other services",Services,some  college
7373,female,1981,black,451,40,8,95,"education, health, social services",Services,college/graduate degree
7374,female,1983,black,344,35,7.3499999,128,"education, health, social services",Services,high school
7377,male,1981,black,265,8,7.5,17,"entertainment, accomodation, food and other services",Services,ged or none
7378,female,1984,black,170,40,7.25,165,"entertainment, accomodation, food and other services",Services,high school
7379,female,1980,black,565,40,8.8999996,393,"agriculture, mining, manufacturing",Production,high school
7380,female,1983,black,249,40,10,53,"education, health, social services",Services,college/graduate degree
7381,female,1981,black,376,40,2.5,10,"finance, insurance, real estate, other professional",Office and administrative support,college/graduate degree
7382,female,1980,black,295,35,.70999998,159,"education, health, social services",Services,high school
7384,female,1982,black,372,39,10,193,trade,Sales and related,high school
7385,female,1980,black,656,40,13.5,33,"education, health, social services","Management, business, and financial",college/graduate degree
7386,male,1982,black,417,40,11,151,"public administration, military and special",Services,some  college
7387,male,1981,black,886,40,10,885,construction,Services,high school
7389,male,1983,black,403,40,9.75,13,"entertainment, accomodation, food and other services",Professional and related,college/graduate degree
7390,female,1982,black,384,40,11.01,49,"public administration, military and special",Office and administrative support,some  college
7392,female,1980,black,316,40,12.5,100,"education, health, social services",Professional and related,college/graduate degree
7393,male,1980,black,782,40,25.959999,229,"public administration, military and special","Management, business, and financial",college/graduate degree
7395,female,1984,black,472,40,24.52,94,"public administration, military and special",Professional and related,college/graduate degree
7396,male,1982,black,373,40,8.25,87,"entertainment, accomodation, food and other services",Services,high school
7397,male,1984,black,68,40,9.1499996,19,"agriculture, mining, manufacturing",Transportation and material moving,ged or none
7399,female,1981,black,399,37,8.5,163,"entertainment, accomodation, food and other services","Management, business, and financial",high school
7401,female,1984,black,330,40,9,70,"education, health, social services",Services,high school
7402,male,1980,black,279,40,15,176,"agriculture, mining, manufacturing",Professional and related,some  college
7403,male,1984,black,335,40,14,126,"public administration, military and special",Production,some  college
7404,female,1984,black,541,20,20.1,220,"education, health, social services",Services,high school
7405,male,1980,black,350,50,9.5,15,"finance, insurance, real estate, other professional",Transportation and material moving,ged or none
7406,female,1981,black,169,30,6.6700001,452,"entertainment, accomodation, food and other services",Services,ged or none
7407,female,1984,black,153,40,8.1000004,15,"education, health, social services",Services,ged or none
7408,female,1982,hispanic,505,15,45.830002,250,"finance, insurance, real estate, other professional",Professional and related,high school
7409,female,1982,black,298,20,8,-3,"education, health, social services",Services,ged or none
7412,male,1983,black,311,20,19.23,57,"education, health, social services",Services,college/graduate degree
7415,male,1982,hispanic,492,50,29.389999,438,"agriculture, mining, manufacturing",Production,high school
7416,male,1980,hispanic,558,40,16.9,329,"finance, insurance, real estate, other professional",Services,ged or none
7418,male,1980,black,647,40,19.75,223,trade,Transportation and material moving,some  college
7419,female,1982,black,485,20,0,63,"finance, insurance, real estate, other professional",Office and administrative support,some  college
7420,female,1981,black,338,40,31.25,1,"finance, insurance, real estate, other professional","Management, business, and financial",college/graduate degree
7421,male,1982,black,438,40,34.860001,36,"finance, insurance, real estate, other professional","Management, business, and financial",some  college
7422,female,1982,hispanic,605,40,25.67,288,"education, health, social services",Office and administrative support,some  college
7424,male,1980,hispanic,527,28,11.75,134,trade,Transportation and material moving,ged or none
7427,male,1982,hispanic,590,29,8.1199999,63,trade,Sales and related,ged or none
7429,female,1984,hispanic,285,40,8.5,63,"entertainment, accomodation, food and other services",Transportation and material moving,ged or none
7431,male,1982,hispanic,338,55,22.73,4,"finance, insurance, real estate, other professional","Management, business, and financial",college/graduate degree
7432,female,1983,hispanic,358,40,20,140,"education, health, social services",Office and administrative support,college/graduate degree
7433,male,1984,hispanic,126,30,9.5,107,trade,Sales and related,some  college
7434,female,1980,hispanic,525,10,0,145,"entertainment, accomodation, food and other services","Management, business, and financial",high school
7435,male,1983,hispanic,560,40,21.51,278,"education, health, social services",Office and administrative support,high school
7438,female,1980,hispanic,508,40,20,72,"finance, insurance, real estate, other professional",Office and administrative support,some  college
7439,male,1984,hispanic,455,40,13,156,trade,Office and administrative support,ged or none
7440,female,1980,hispanic,706,40,21.629999,40,"finance, insurance, real estate, other professional","Management, business, and financial",some  college
7442,male,1981,hispanic,578,40,20.9,122,construction,Construction and extraction,some  college
7443,female,1983,hispanic,494,20,11.25,494,"education, health, social services",Services,some  college
7444,female,1983,hispanic,518,45,10,21,"finance, insurance, real estate, other professional",Office and administrative support,high school
7445,female,1982,hispanic,573,40,11.5,218,"entertainment, accomodation, food and other services",Sales and related,high school
7446,female,1984,hispanic,499,40,14.98,315,trade,"Management, business, and financial",some  college
7448,male,1980,black,416,35,10.5,35,"finance, insurance, real estate, other professional",Construction and extraction,high school
7449,male,1984,black,223,32,9,75,trade,Sales and related,some  college
7453,male,1983,hispanic,334,23,7.5,95,trade,Sales and related,high school
7454,female,1981,hispanic,217,7,15.71,99,"finance, insurance, real estate, other professional",Services,high school
7455,male,1982,hispanic,354,40,22.5,312,trade,"Installation, maintenance, and repair",high school
7456,female,1982,hispanic,610,24,15,471,"education, health, social services",Services,some  college
7457,male,1982,hispanic,690,24,29.5,470,"education, health, social services",Services,college/graduate degree
7460,female,1980,hispanic,221,25,8.4300003,25,"education, health, social services",Services,college/graduate degree
7463,male,1980,hispanic,589,40,19,117,"finance, insurance, real estate, other professional","Management, business, and financial",ged or none
7464,male,1980,hispanic,516,8,33.639999,13,construction,Construction and extraction,high school
7465,male,1983,hispanic,250,30,8.3500004,26,trade,Production,high school
7466,male,1981,hispanic,587,40,28.5,236,"agriculture, mining, manufacturing",Production,high school
7467,female,1982,hispanic,466,40,8,19,"education, health, social services",Professional and related,high school
7468,female,1983,hispanic,408,35,18.68,160,"education, health, social services","Management, business, and financial",college/graduate degree
7469,female,1981,hispanic,474,40,9,178,"education, health, social services",Services,some  college
7470,female,1984,hispanic,309,40,22,42,"finance, insurance, real estate, other professional",Services,college/graduate degree
7471,male,1981,hispanic,420,40,30,268,"transportation, communication",Transportation and material moving,ged or none
7472,male,1983,hispanic,379,40,21,33,construction,Transportation and material moving,ged or none
7473,male,1981,hispanic,359,35,11.43,38,"entertainment, accomodation, food and other services","Installation, maintenance, and repair",ged or none
7474,male,1982,hispanic,563,40,18.5,231,trade,Sales and related,some  college
7475,male,1984,hispanic,357,40,10,168,"agriculture, mining, manufacturing",Production,ged or none
7477,female,1983,hispanic,542,20,8.8100004,81,trade,Sales and related,college/graduate degree
7478,female,1980,hispanic,450,2,50,88,"finance, insurance, real estate, other professional",Services,high school
7482,female,1980,hispanic,338,40,13,146,"education, health, social services",Services,some  college
7483,male,1982,hispanic,350,48,13,4,"finance, insurance, real estate, other professional",Office and administrative support,high school
7484,male,1982,hispanic,278,40,20.4,136,"agriculture, mining, manufacturing",Transportation and material moving,high school
7485,male,1981,hispanic,146,50,30,338,construction,Construction and extraction,ged or none
7486,female,1980,hispanic,435,32,9,111,"education, health, social services",Services,high school
7487,female,1984,hispanic,335,41,16.799999,189,"entertainment, accomodation, food and other services",Sales and related,high school
7488,male,1982,hispanic,365,16,8,65,trade,Office and administrative support,high school
7489,female,1983,hispanic,405,20,10.5,1,"finance, insurance, real estate, other professional",Office and administrative support,some  college
7492,female,1980,hispanic,230,14,21,192,"education, health, social services",Teachers,college/graduate degree
7493,female,1981,hispanic,263,38,8,51,trade,Office and administrative support,some  college
7495,female,1982,hispanic,556,40,15.53,124,"education, health, social services",Office and administrative support,high school
7496,female,1980,hispanic,540,40,12.02,495,"education, health, social services",Services,some  college
7497,male,1983,hispanic,536,40,16,204,construction,Construction and extraction,high school
7498,male,1982,hispanic,195,40,52.5,113,"finance, insurance, real estate, other professional",Construction and extraction,ged or none
7501,female,1982,hispanic,442,40,8.5,1,"finance, insurance, real estate, other professional","Farming, fishing, and forestry",ged or none
7502,male,1982,hispanic,416,40,11.36,192,"entertainment, accomodation, food and other services","Installation, maintenance, and repair",ged or none
7503,male,1984,hispanic,272,40,10,51,"finance, insurance, real estate, other professional",Construction and extraction,high school
7505,male,1983,hispanic,370,40,8,68,"agriculture, mining, manufacturing","Farming, fishing, and forestry",high school
7507,male,1982,hispanic,543,40,21.459999,148,"public administration, military and special",Services,college/graduate degree
7508,female,1984,hispanic,340,40,8.1000004,155,"agriculture, mining, manufacturing",Transportation and material moving,ged or none
7510,male,1983,hispanic,521,40,21.549999,118,"education, health, social services",Services,some  college
7511,female,1982,hispanic,543,40,18.120001,104,"agriculture, mining, manufacturing",Office and administrative support,high school
7513,female,1982,hispanic,307,40,10,39,"education, health, social services",Office and administrative support,ged or none
7514,female,1982,hispanic,123,9,0,198,"agriculture, mining, manufacturing",Production,some  college
7515,male,1983,hispanic,310,40,12.21,89,"public administration, military and special",Military and special,some  college
7516,male,1981,hispanic,538,30,15.5,488,"finance, insurance, real estate, other professional","Management, business, and financial",some  college
7518,male,1981,hispanic,580,40,15,250,"finance, insurance, real estate, other professional",Office and administrative support,high school
7520,female,1982,hispanic,186,60,20.51,26,"education, health, social services",Professional and related,college/graduate degree
7521,female,1983,hispanic,257,40,23,18,"education, health, social services",Office and administrative support,college/graduate degree
7523,male,1981,hispanic,467,38,15,14,"finance, insurance, real estate, other professional",Services,some  college
7524,male,1982,hispanic,166,8,6.25,59,trade,Transportation and material moving,high school
7526,male,1982,hispanic,313,10,11,7,"finance, insurance, real estate, other professional",Services,ged or none
7528,female,1980,hispanic,429,7,10,202,"education, health, social services",Services,high school
7530,female,1981,hispanic,490,160,3.6300001,99,"finance, insurance, real estate, other professional",Sales and related,high school
7531,female,1981,hispanic,514,40,16,56,trade,"Management, business, and financial",high school
7532,male,1983,hispanic,437,60,22.120001,139,"agriculture, mining, manufacturing",Office and administrative support,ged or none
7533,female,1981,hispanic,185,30,18.51,-3,"education, health, social services",Services,high school
7534,female,1982,hispanic,488,35,17,186,"education, health, social services",Services,college/graduate degree
7535,female,1980,hispanic,711,35,10,104,"entertainment, accomodation, food and other services",Services,high school
7536,female,1981,hispanic,436,30,8,98,trade,Sales and related,high school
7537,male,1983,hispanic,514,40,20,71,"education, health, social services",Office and administrative support,some  college
7539,female,1982,hispanic,367,40,8,110,"entertainment, accomodation, food and other services",Services,ged or none
7540,male,1983,hispanic,322,20,43.75,53,construction,Construction and extraction,ged or none
7541,female,1984,hispanic,246,40,9.5,54,"finance, insurance, real estate, other professional",Production,high school
7543,female,1982,hispanic,458,35,17.58,109,"education, health, social services",Professional and related,college/graduate degree
7544,male,1984,hispanic,504,30,15,5,construction,Construction and extraction,high school
7545,female,1982,hispanic,334,36,11,95,trade,Services,ged or none
7546,female,1983,hispanic,555,40,17,168,"education, health, social services",Services,some  college
7547,male,1984,hispanic,479,40,17.440001,18,"entertainment, accomodation, food and other services",Services,high school
7550,male,1981,hispanic,662,40,25.6,441,"education, health, social services",Office and administrative support,high school
7553,male,1982,black,503,45,24,53,"entertainment, accomodation, food and other services",Professional and related,college/graduate degree
7554,male,1981,hispanic,488,40,20,57,"entertainment, accomodation, food and other services","Management, business, and financial",some  college
7555,female,1983,hispanic,504,40,16,32,"finance, insurance, real estate, other professional",Office and administrative support,college/graduate degree
7558,male,1981,hispanic,413,30,11.33,315,"entertainment, accomodation, food and other services",Services,college/graduate degree
7559,female,1984,hispanic,619,40,14.53,456,"entertainment, accomodation, food and other services","Management, business, and financial",some  college
7560,male,1980,hispanic,698,40,20.610001,528,"education, health, social services",Office and administrative support,some  college
7565,male,1984,hispanic,296,40,13.31,237,"public administration, military and special",Services,college/graduate degree
7568,male,1984,hispanic,264,35,10.71,32,"entertainment, accomodation, food and other services","Installation, maintenance, and repair",ged or none
7569,male,1982,black,592,40,21,17,"entertainment, accomodation, food and other services","Management, business, and financial",some  college
7571,female,1983,hispanic,476,38,18.969999,355,"finance, insurance, real estate, other professional",Office and administrative support,high school
7572,male,1982,hispanic,491,40,14.15,191,"transportation, communication",Transportation and material moving,some  college
7573,male,1984,hispanic,426,40,14.95,252,"education, health, social services",Services,some  college
7574,female,1982,hispanic,345,25,40,22,"finance, insurance, real estate, other professional",Sales and related,high school
7576,female,1981,hispanic,604,34,16.01,223,"education, health, social services",Services,college/graduate degree
7577,female,1983,hispanic,359,35,17,76,"education, health, social services",Professional and related,college/graduate degree
7580,female,1980,hispanic,474,40,11,83,trade,Sales and related,high school
7581,male,1983,hispanic,375,40,6.98,110,trade,Sales and related,high school
7582,female,1980,hispanic,493,40,16,49,"finance, insurance, real estate, other professional","Management, business, and financial",college/graduate degree
7583,male,1984,hispanic,515,40,16,171,"education, health, social services","Management, business, and financial",high school
7584,female,1983,hispanic,479,40,22,6,"finance, insurance, real estate, other professional",Office and administrative support,some  college
7585,male,1980,hispanic,740,40,12.65,45,"entertainment, accomodation, food and other services",Services,some  college
7590,female,1981,hispanic,693,35,7.5,175,"agriculture, mining, manufacturing","Farming, fishing, and forestry",college/graduate degree
7591,female,1982,hispanic,554,24,28,164,construction,Office and administrative support,college/graduate degree
7593,female,1983,hispanic,632,40,22.67,233,"education, health, social services",Office and administrative support,some  college
7594,male,1980,hispanic,675,25,8.5,171,trade,Office and administrative support,some  college
7595,male,1982,hispanic,596,28,7.25,45,"entertainment, accomodation, food and other services",Transportation and material moving,college/graduate degree
7596,male,1980,hispanic,541,40,30,494,construction,Construction and extraction,ged or none
7597,male,1981,hispanic,717,40,18,39,trade,Sales and related,high school
7598,female,1983,hispanic,456,26,10,59,"education, health, social services",Services,high school
7599,male,1984,hispanic,632,39,10,8,trade,Sales and related,some  college
7600,male,1984,hispanic,455,38,16,150,construction,Construction and extraction,ged or none
7601,female,1984,hispanic,521,24,8,97,"entertainment, accomodation, food and other services",Services,some  college
7603,female,1980,hispanic,527,24,25,45,"education, health, social services",Services,college/graduate degree
7604,male,1981,hispanic,682,20,10,79,trade,"Installation, maintenance, and repair",ged or none
7605,female,1982,hispanic,320,32,8.75,11,"education, health, social services",Services,ged or none
7607,male,1982,hispanic,655,40,15.75,456,trade,Production,high school
7609,female,1984,hispanic,592,10,66.669998,427,"finance, insurance, real estate, other professional",Services,high school
7611,female,1980,hispanic,303,52,15.87,203,"education, health, social services",Sales and related,ged or none
7616,female,1980,black,673,40,21.629999,300,"entertainment, accomodation, food and other services",Professional and related,college/graduate degree
7617,female,1980,hispanic,421,35,8,123,"entertainment, accomodation, food and other services",Sales and related,ged or none
7620,male,1983,black,350,40,18,354,"transportation, communication",Office and administrative support,some  college
7621,male,1981,hispanic,421,30,0,23,"finance, insurance, real estate, other professional",Sales and related,college/graduate degree
7623,female,1981,black,482,40,33.650002,206,"transportation, communication",Professional and related,college/graduate degree
7626,female,1980,black,493,40,21.5,263,"education, health, social services","Management, business, and financial",college/graduate degree
7627,male,1982,black,262,40,19.25,155,"agriculture, mining, manufacturing",Services,ged or none
7628,female,1984,black,258,40,20,76,"finance, insurance, real estate, other professional","Management, business, and financial",college/graduate degree
7629,male,1981,black,428,40,10,51,"entertainment, accomodation, food and other services",Transportation and material moving,ged or none
7630,male,1981,black,208,4,10,28,"finance, insurance, real estate, other professional",Services,ged or none
7631,male,1984,black,29,9,7.25,7,"entertainment, accomodation, food and other services",Services,some  college
7633,female,1984,black,448,40,13.3,223,"education, health, social services",Teachers,college/graduate degree
7636,female,1983,black,221,40,14.75,84,"finance, insurance, real estate, other professional",Office and administrative support,college/graduate degree
7637,female,1984,black,397,40,15,155,"finance, insurance, real estate, other professional",Sales and related,college/graduate degree
7641,male,1980,black,494,53,18.870001,97,"education, health, social services",Sales and related,college/graduate degree
7643,male,1984,black,427,40,10,248,trade,Transportation and material moving,some  college
7644,female,1982,black,304,30,11.7,19,"finance, insurance, real estate, other professional",Office and administrative support,high school
7646,female,1983,black,366,32,8.75,14,"education, health, social services",Teachers,some  college
7647,female,1982,black,553,38,10.9,244,trade,Sales and related,high school
7650,female,1982,black,487,50,21.58,265,"education, health, social services",Teachers,college/graduate degree
7651,male,1982,black,645,40,15,142,"finance, insurance, real estate, other professional",Office and administrative support,some  college
7652,female,1980,hispanic,660,18,4.5,154,"entertainment, accomodation, food and other services",Services,college/graduate degree
7653,female,1981,black,405,30,11.5,5,"education, health, social services",Office and administrative support,some  college
7655,female,1984,black,310,40,12.76,56,"education, health, social services",Office and administrative support,high school
7656,male,1981,black,762,40,12,59,construction,Construction and extraction,high school
7660,male,1981,black,453,45,9.75,188,"entertainment, accomodation, food and other services",Services,high school
7662,female,1984,black,123,25,1.2,70,"education, health, social services",Services,ged or none
7665,female,1982,hispanic,613,40,15,177,"public administration, military and special",Services,college/graduate degree
7666,female,1982,black,553,40,10.75,395,"education, health, social services",Teachers,high school
7667,male,1981,black,761,40,30.77,48,"transportation, communication",Services,some  college
7668,female,1984,black,52,15,.52999997,11,"education, health, social services",Services,high school
